,us_states,industry,2019_jobs,2020_jobs,2021_jobs
525,Arkansas,    Health and personal care stores ,10349.0,10112.0,10486.0
526,Arkansas,    Gasoline stations ,12982.0,13021.0,13475.0
527,Arkansas,    Clothing and clothing accessories stores ,9599.0,8144.0,9041.0
528,Arkansas,"    Sporting goods, hobby, musical instrument, and book stores ",6022.0,5673.0,5949.0
529,Arkansas,    General merchandise stores ,37985.0,38694.0,39321.0
530,Arkansas,    Miscellaneous store retailers ,14562.0,14682.0,15483.0
531,Arkansas,    Nonstore retailers ,12319.0,13531.0,14528.0
532,Arkansas,   Transportation and warehousing ,75880.0,76591.0,80953.0
533,Arkansas,    Air transportation ,1124.0,1079.0,1062.0
534,Arkansas,    Rail transportation ,2798.0,2231.0,2131.0
535,Arkansas,    Water transportation ,68.0,56.0,
536,Arkansas,    Truck transportation ,41480.0,40448.0,40706.0
537,Arkansas,    Transit and ground passenger transportation ,5216.0,4443.0,4203.0
538,Arkansas,    Pipeline transportation ,416.0,399.0,538.0
539,Arkansas,    Scenic and sightseeing transportation ,76.0,58.0,
540,Arkansas,    Support activities for transportation ,6648.0,6357.0,6390.0
541,Arkansas,    Couriers and messengers ,8526.0,11799.0,13608.0
542,Arkansas,    Warehousing and storage ,9528.0,9721.0,12203.0
543,Arkansas,   Information ,14138.0,15116.0,15245.0
544,Arkansas,    Publishing industries (except Internet) ,3430.0,3086.0,2712.0
545,Arkansas,    Motion picture and sound recording industries ,1613.0,1018.0,1111.0
546,Arkansas,    Broadcasting (except Internet) ,1903.0,1851.0,1784.0
547,Arkansas,    Internet publishing and broadcasting 3/,,,
548,Arkansas,    Telecommunications ,4621.0,4860.0,4794.0
549,Arkansas,"    Data processing, hosting, and related services ",2141.0,3871.0,4293.0
550,Arkansas,    Other information services 3/,430.0,430.0,551.0
551,Arkansas,   Finance and insurance ,62840.0,67852.0,69109.0
552,Arkansas,    Monetary Authorities-central bank ,,,
553,Arkansas,    Credit intermediation and related activities ,20522.0,20893.0,20900.0
554,Arkansas,"    Securities, commodity contracts, and other financial investments and related activities ",15592.0,18658.0,20065.0
555,Arkansas,    Insurance carriers and related activities ,24164.0,24939.0,24462.0
556,Arkansas,"    Funds, trusts, and other financial vehicles ",,,
557,Arkansas,   Real estate and rental and leasing ,59590.0,66121.0,68093.0
558,Arkansas,    Real estate ,53199.0,60126.0,62001.0
559,Arkansas,    Rental and leasing services ,6312.0,5913.0,6002.0
560,Arkansas,    Lessors of nonfinancial intangible assets (except copyrighted works) ,79.0,82.0,90.0
561,Arkansas,"   Professional, scientific, and technical services ",70219.0,68790.0,70613.0
562,Arkansas,   Management of companies and enterprises ,35755.0,35840.0,36319.0
563,Arkansas,   Administrative and support and waste management and remediation services ,96099.0,91367.0,95708.0
564,Arkansas,    Administrative and support services ,92081.0,87360.0,91558.0
565,Arkansas,    Waste management and remediation services ,4018.0,4007.0,4150.0
566,Arkansas,   Educational services ,24446.0,21805.0,22786.0
567,Arkansas,   Health care and social assistance ,198809.0,192866.0,192288.0
568,Arkansas,    Ambulatory health care services ,73607.0,73271.0,76258.0
569,Arkansas,    Hospitals ,44507.0,43608.0,44241.0
570,Arkansas,    Nursing and residential care facilities ,33891.0,32300.0,29320.0
571,Arkansas,    Social assistance ,46804.0,43687.0,42469.0
572,Arkansas,"   Arts, entertainment, and recreation ",22762.0,21004.0,22589.0
573,Arkansas,"    Performing arts, spectator sports, and related industries ",11841.0,10628.0,11089.0
574,Arkansas,"    Museums, historical sites, and similar institutions ",812.0,760.0,804.0
575,Arkansas,"    Amusement, gambling, and recreation industries ",10109.0,9616.0,10696.0
576,Arkansas,   Accommodation and food services ,118516.0,106983.0,115997.0
577,Arkansas,    Accommodation ,14247.0,12258.0,13155.0
578,Arkansas,    Food services and drinking places ,104269.0,94725.0,102842.0
579,Arkansas,   Other services (except government and government enterprises) ,93204.0,90656.0,90692.0
580,Arkansas,    Repair and maintenance ,21060.0,21215.0,22002.0
581,Arkansas,    Personal and laundry services ,32713.0,32423.0,32821.0
582,Arkansas,"    Religious, grantmaking, civic, professional, and similar organizations ",31220.0,30085.0,28869.0
583,Arkansas,    Private households ,8211.0,6933.0,7000.0
584,Arkansas,  Government and government enterprises ,225142.0,222087.0,220679.0
585,Arkansas,   Federal civilian ,20348.0,21272.0,20617.0
586,Arkansas,   Military ,14933.0,14965.0,15179.0
587,Arkansas,   State and local ,189861.0,185850.0,184883.0
588,Arkansas,    State government ,80285.0,78668.0,78017.0
589,Arkansas,    Local government ,109576.0,107182.0,106866.0
590,California,Total employment (number of jobs) ,24227775.0,23155486.0,23906353.0
591,California, Wage and salary employment ,18605671.0,17296866.0,17891462.0
592,California, Proprietors employment ,5622104.0,5858620.0,6014891.0
593,California,  Farm proprietors employment ,57636.0,57337.0,56890.0
594,California,  Nonfarm proprietors employment 2/,5564468.0,5801283.0,5958001.0
595,California, Farm employment ,238592.0,231488.0,229419.0
596,California, Nonfarm employment ,23989183.0,22923998.0,23676934.0
597,California,  Private nonfarm employment ,21160049.0,20189055.0,20952239.0
598,California,"   Forestry, fishing, and related activities ",257059.0,245782.0,250669.0
599,California,    Forestry and logging ,4657.0,4581.0,4774.0
600,California,"    Fishing, hunting and trapping ",4750.0,4738.0,4798.0
601,California,    Support activities for agriculture and forestry ,247652.0,236463.0,241097.0
602,California,"   Mining, quarrying, and oil and gas extraction ",37728.0,35524.0,33528.0
603,California,    Oil and gas extraction ,18201.0,17457.0,15998.0
604,California,    Mining (except oil and gas) ,8583.0,9190.0,9374.0
605,California,    Support activities for mining ,10944.0,8877.0,8156.0
606,California,   Utilities ,60531.0,63653.0,65390.0
607,California,   Construction ,1220567.0,1210640.0,1253884.0
608,California,    Construction of buildings ,294940.0,298476.0,308125.0
609,California,    Heavy and civil engineering construction ,105921.0,104214.0,106193.0
610,California,    Specialty trade contractors ,819706.0,807950.0,839566.0
611,California,   Manufacturing ,1417875.0,1361111.0,1375410.0
612,California,    Durable goods manufacturing ,899331.0,869458.0,871526.0
613,California,     Wood product manufacturing ,29332.0,29072.0,30261.0
614,California,     Nonmetallic mineral product manufacturing ,36256.0,34095.0,33909.0
615,California,     Primary metal manufacturing ,18242.0,17008.0,16604.0
616,California,     Fabricated metal product manufacturing ,139952.0,131488.0,126422.0
617,California,     Machinery manufacturing ,83390.0,79821.0,79056.0
618,California,     Computer and electronic product manufacturing ,285342.0,286661.0,287252.0
619,California,"     Electrical equipment, appliance, and component manufacturing ",35276.0,31239.0,31166.0
620,California,"     Motor vehicles, bodies and trailers, and parts manufacturing ",37871.0,36263.0,42890.0
621,California,     Other transportation equipment manufacturing ,93548.0,91655.0,89182.0
622,California,     Furniture and related product manufacturing ,38384.0,34607.0,34733.0
623,California,     Miscellaneous manufacturing ,101738.0,97549.0,100051.0
624,California,    Nondurable goods manufacturing ,518544.0,491653.0,503884.0
625,California,     Food manufacturing ,173622.0,166514.0,168681.0
626,California,     Beverage and tobacco product manufacturing ,69502.0,64498.0,68100.0
627,California,     Textile mills ,6257.0,5932.0,5670.0
628,California,     Textile product mills ,9699.0,9267.0,9803.0
629,California,     Apparel manufacturing ,42267.0,35767.0,39164.0
630,California,     Leather and allied product manufacturing ,4381.0,4066.0,4360.0
631,California,     Paper manufacturing ,22043.0,20341.0,20274.0
632,California,     Printing and related support activities ,45759.0,41224.0,40555.0
633,California,     Petroleum and coal products manufacturing ,13241.0,12774.0,11350.0
634,California,     Chemical manufacturing ,86978.0,87083.0,91044.0
635,California,     Plastics and rubber products manufacturing ,44795.0,44187.0,44883.0
636,California,   Wholesale trade ,775081.0,728692.0,731178.0
637,California,   Retail trade ,2037539.0,1942803.0,2031941.0
638,California,    Motor vehicle and parts dealers ,219281.0,198792.0,204850.0
639,California,    Furniture and home furnishings stores ,59892.0,51290.0,55658.0
640,California,    Electronics and appliance stores ,62880.0,58051.0,55644.0
641,California,    Building material and garden equipment and supplies dealers ,126944.0,134025.0,141648.0
642,California,    Food and beverage stores ,381620.0,389051.0,392399.0
643,California,    Health and personal care stores ,141331.0,132958.0,138005.0
644,California,    Gasoline stations ,66716.0,64981.0,65652.0
645,California,    Clothing and clothing accessories stores ,221223.0,174481.0,179287.0
646,California,"    Sporting goods, hobby, musical instrument, and book stores ",75472.0,68104.0,75376.0
647,California,    General merchandise stores ,294431.0,276165.0,303299.0
648,California,    Miscellaneous store retailers ,179551.0,169627.0,182182.0
649,California,    Nonstore retailers ,208198.0,225278.0,237941.0
650,California,   Transportation and warehousing ,1199295.0,1270086.0,1371207.0
651,California,    Air transportation ,62372.0,56108.0,53780.0
652,California,    Rail transportation ,10323.0,9042.0,8638.0
653,California,    Water transportation ,6978.0,5790.0,5259.0
654,California,    Truck transportation ,244742.0,247942.0,259106.0
655,California,    Transit and ground passenger transportation ,354719.0,294399.0,286479.0
656,California,    Pipeline transportation ,1756.0,1489.0,1347.0
657,California,    Scenic and sightseeing transportation ,6983.0,4725.0,5112.0
658,California,    Support activities for transportation ,121817.0,112969.0,117312.0
659,California,    Couriers and messengers ,215472.0,333593.0,393397.0
660,California,    Warehousing and storage ,174133.0,204029.0,240777.0
661,California,   Information ,632674.0,612122.0,643367.0
662,California,    Publishing industries (except Internet) ,141964.0,147958.0,149987.0
663,California,    Motion picture and sound recording industries ,171588.0,140447.0,164542.0
664,California,    Broadcasting (except Internet) ,50206.0,46702.0,44253.0
665,California,    Internet publishing and broadcasting 3/,,,
666,California,    Telecommunications ,85334.0,80228.0,79250.0
667,California,"    Data processing, hosting, and related services ",61694.0,64168.0,66614.0
668,California,    Other information services 3/,121888.0,132619.0,138721.0
669,California,   Finance and insurance ,1065990.0,1158026.0,1191722.0
670,California,    Monetary Authorities-central bank ,1963.0,1954.0,1826.0
671,California,    Credit intermediation and related activities ,263800.0,274013.0,281003.0
672,California,"    Securities, commodity contracts, and other financial investments and related activities ",411058.0,478208.0,512308.0
673,California,    Insurance carriers and related activities ,330316.0,330860.0,316999.0
674,California,"    Funds, trusts, and other financial vehicles ",58853.0,72991.0,79586.0
675,California,   Real estate and rental and leasing ,1159242.0,1217024.0,1250434.0
676,California,    Real estate ,1058899.0,1129128.0,1161660.0
677,California,    Rental and leasing services ,97354.0,85021.0,85938.0
678,California,    Lessors of nonfinancial intangible assets (except copyrighted works) ,2989.0,2875.0,2836.0
679,California,"   Professional, scientific, and technical services ",2097639.0,2048058.0,2093532.0
680,California,   Management of companies and enterprises ,286675.0,277688.0,277998.0
681,California,   Administrative and support and waste management and remediation services ,1537822.0,1454546.0,1526406.0
682,California,    Administrative and support services ,1481438.0,1399623.0,1470597.0
683,California,    Waste management and remediation services ,56384.0,54923.0,55809.0
684,California,   Educational services ,575320.0,521300.0,543623.0
685,California,   Health care and social assistance ,2798053.0,2752113.0,2822918.0
686,California,    Ambulatory health care services ,1073887.0,1048357.0,1109978.0
687,California,    Hospitals ,410521.0,407812.0,405743.0
688,California,    Nursing and residential care facilities ,330377.0,321059.0,313854.0
689,California,    Social assistance ,983268.0,974885.0,993343.0
690,California,"   Arts, entertainment, and recreation ",671759.0,528023.0,566938.0
691,California,"    Performing arts, spectator sports, and related industries ",388784.0,348888.0,362826.0
692,California,"    Museums, historical sites, and similar institutions ",21456.0,16320.0,16748.0
693,California,"    Amusement, gambling, and recreation industries ",261519.0,162815.0,187364.0
694,California,   Accommodation and food services ,1861233.0,1436377.0,1575223.0
695,California,    Accommodation ,273996.0,187730.0,190273.0
696,California,    Food services and drinking places ,1587237.0,1248647.0,1384950.0
697,California,   Other services (except government and government enterprises) ,1467967.0,1325487.0,1346871.0
698,California,    Repair and maintenance ,295607.0,285269.0,291759.0
699,California,    Personal and laundry services ,598563.0,529720.0,552109.0
700,California,"    Religious, grantmaking, civic, professional, and similar organizations ",314976.0,292910.0,285817.0
701,California,    Private households ,258821.0,217588.0,217186.0
702,California,  Government and government enterprises ,2829134.0,2734943.0,2724695.0
703,California,   Federal civilian ,248652.0,260501.0,251457.0
704,California,   Military ,194666.0,197728.0,200396.0
705,California,   State and local ,2385816.0,2276714.0,2272842.0
706,California,    State government ,564777.0,558330.0,565488.0
707,California,    Local government ,1821039.0,1718384.0,1707354.0
708,Colorado,Total employment (number of jobs) ,3895377.0,3821923.0,3945819.0
709,Colorado, Wage and salary employment ,2922087.0,2787065.0,2881642.0
710,Colorado, Proprietors employment ,973290.0,1034858.0,1064177.0
711,Colorado,  Farm proprietors employment ,35246.0,35311.0,35517.0
712,Colorado,  Nonfarm proprietors employment 2/,938044.0,999547.0,1028660.0
713,Colorado, Farm employment ,48211.0,49011.0,47988.0
714,Colorado, Nonfarm employment ,3847166.0,3772912.0,3897831.0
715,Colorado,  Private nonfarm employment ,3334647.0,3265213.0,3388729.0
716,Colorado,"   Forestry, fishing, and related activities ",13915.0,13962.0,13423.0
717,Colorado,    Forestry and logging ,677.0,755.0,751.0
718,Colorado,"    Fishing, hunting and trapping ",1207.0,1181.0,1200.0
719,Colorado,    Support activities for agriculture and forestry ,12031.0,12026.0,11472.0
720,Colorado,"   Mining, quarrying, and oil and gas extraction ",47568.0,41199.0,37994.0
721,Colorado,    Oil and gas extraction ,24786.0,23362.0,21353.0
722,Colorado,    Mining (except oil and gas) ,5940.0,6153.0,6033.0
723,Colorado,    Support activities for mining ,16842.0,11684.0,10608.0
724,Colorado,   Utilities ,8957.0,9126.0,9401.0
725,Colorado,   Construction ,266297.0,269501.0,276197.0
726,Colorado,    Construction of buildings ,52961.0,54489.0,56789.0
